Gene_id,readcount_S_111,readcount_S_CON,log2FoldChange,pval,padj,Gene description,Gene name
PGSC0003DMG400004549,26.99873767,6.610913212,2.03,0.0017106,0.031392,Proteinase inhibitor type-2 CEVI57 [Source:PGSC_GENE;Acc:PGSC0003DMG400004549],
PGSC0003DMG400004573,110.5522593,385.0185089,-1.8002,2.33E-11,4.86E-09,Anthocyanin 5-O-glucosyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400004573],
PGSC0003DMG400004580,273.1633658,148.3333247,0.88092,0.00017541,0.0055372,Transcription factor bHLH62 [Source:PGSC_GENE;Acc:PGSC0003DMG400004580],
PGSC0003DMG400004593,180.8776405,388.9921252,-1.1047,9.50E-06,0.00051363,Chitinase [Source:PGSC_GENE;Acc:PGSC0003DMG400004593],
PGSC0003DMG400004601,413.855426,756.4985828,-0.87021,9.68E-05,0.0034326,CBL-interacting protein kinase 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400004601],
PGSC0003DMG400004616,931.877212,482.1696758,0.9506,5.21E-05,0.0020587,Invertase inhibitor [Source:PGSC_GENE;Acc:PGSC0003DMG400004616],
PGSC0003DMG400004625,2136.652868,1428.271067,0.58108,0.00084723,0.018887,Fiber protein Fb2 [Source:PGSC_GENE;Acc:PGSC0003DMG400004625],
PGSC0003DMG400004629,470.1804051,967.0449094,-1.0404,4.33E-08,4.57E-06,Epoxide hydrolase 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400004629],
PGSC0003DMG400004659,1488.373908,3315.910447,-1.1557,4.34E-11,8.55E-09,UDP-D-glucuronic acid 4-epimerase [Source:PGSC_GENE;Acc:PGSC0003DMG400004659],
PGSC0003DMG400004664,65.09177412,18.9576949,1.7797,0.00031868,0.008896,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004664],
PGSC0003DMG400004686,6235.014859,4301.463436,0.53557,0.0028638,0.045954,Ubiquitin extension protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004686],
PGSC0003DMG400004698,998.3395029,1520.514355,-0.60696,0.00066486,0.015739,Aldehyde dehydrogenase [Source:PGSC_GENE;Acc:PGSC0003DMG400004698],
PGSC0003DMG400004715,93.13436513,18.46889622,2.3342,0.0013523,0.026498,Trichohyalin [Source:PGSC_GENE;Acc:PGSC0003DMG400004715],
PGSC0003DMG400004727,38.81161443,88.65082206,-1.1916,0.00028087,0.0080209,Hcr2-0A [Source:PGSC_GENE;Acc:PGSC0003DMG400004727],
PGSC0003DMG400004735,1738.795569,510.6264934,1.7677,3.31E-05,0.001441,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004735],
PGSC0003DMG400004766,794.5170235,1674.463887,-1.0755,3.65E-05,0.0015557,GEM 5 [Source:PGSC_GENE;Acc:PGSC0003DMG400004766],
PGSC0003DMG400004795,1858.948577,3811.722848,-1.036,8.74E-05,0.0031561,Nitrate transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400004795],
PGSC0003DMG400004808,166.5110749,463.3597323,-1.4765,2.14E-07,1.89E-05,Mitochondrial small heat shock protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004808],
PGSC0003DMG400004810,727.5064837,1254.477877,-0.78606,1.45E-05,0.00072614,Pepsin A [Source:PGSC_GENE;Acc:PGSC0003DMG400004810],
PGSC0003DMG400004827,45.02719464,91.25644986,-1.0191,0.001696,0.031209,Peroxisomal acyl-CoA oxidase 1B [Source:PGSC_GENE;Acc:PGSC0003DMG400004827],
PGSC0003DMG400004868,16.22807804,41.82367502,-1.3658,0.0023804,0.04021,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004868],
PGSC0003DMG400004874,16.25622419,41.99575186,-1.3693,0.002298,0.039081,Resistance protein PSH-RGH7 [Source:PGSC_GENE;Acc:PGSC0003DMG400004874],
PGSC0003DMG400004913,478.6124404,754.0748848,-0.65585,0.00055162,0.013593,Protein PHLOEM PROTEIN 2-LIKE A10 [Source:PGSC_GENE;Acc:PGSC0003DMG400004913],
PGSC0003DMG400004922,717.9059363,480.9518751,0.5779,0.0028096,0.045341,Basic helix-loop-helix protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004922],
PGSC0003DMG400004923,4676.820298,8563.858652,-0.87273,4.54E-07,3.68E-05,Squalene monooxygenase [Source:PGSC_GENE;Acc:PGSC0003DMG400004923],
PGSC0003DMG400004948,321.188313,186.373039,0.78523,0.0003545,0.0095946,MYB transcription factor MYB161 [Source:PGSC_GENE;Acc:PGSC0003DMG400004948],
PGSC0003DMG400004961,953.236735,1936.996375,-1.0229,2.08E-05,0.00097401,Amino acid transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400004961],
PGSC0003DMG400004966,2097.253173,3154.43029,-0.58888,0.00039743,0.010474,Receptor protein kinase CLAVATA1 [Source:PGSC_GENE;Acc:PGSC0003DMG400004966],
PGSC0003DMG400004982,16.83488051,44.58821475,-1.4052,0.0013474,0.026452,Short chain alcohol dehydrogenase [Source:PGSC_GENE;Acc:PGSC0003DMG400004982],
PGSC0003DMG400005007,69.90412126,158.6768906,-1.1826,0.00016583,0.0053276,"Transferase, transferring glycosyl groups [Source:PGSC_GENE;Acc:PGSC0003DMG400005007]",
PGSC0003DMG400005036,88.7986789,215.1760801,-1.2769,1.04E-07,1.00E-05,Cotton fiber expressed protein 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400005036],
PGSC0003DMG400005046,250.3838323,398.6898082,-0.67113,0.0014085,0.027394,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005046],
PGSC0003DMG400005059,97.74792658,42.89758335,1.1882,0.00031233,0.0087582,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005059],
PGSC0003DMG400005061,801.1271491,256.3376528,1.644,2.58E-14,9.45E-12,Anthranilate N-benzoyltransferase protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005061],
PGSC0003DMG400005082,273.7806884,132.6930648,1.0449,9.74E-05,0.0034483,Beta-glucosidase [Source:PGSC_GENE;Acc:PGSC0003DMG400005082],
PGSC0003DMG400005105,30.99554323,71.93588395,-1.2147,0.00053722,0.013354,Squalene monooxygenase [Source:PGSC_GENE;Acc:PGSC0003DMG400005105],
PGSC0003DMG400005111,333.4269007,203.4273483,0.71286,0.0015945,0.029836,PR1 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005111],
PGSC0003DMG400005136,2524.907872,4262.328525,-0.75541,1.09E-05,0.00057804,2-hydroxyacid dehydrogenase [Source:PGSC_GENE;Acc:PGSC0003DMG400005136],
PGSC0003DMG400005157,1065.944871,2790.600101,-1.3884,6.86E-06,0.00039302,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005157],
PGSC0003DMG400005214,497.531632,1220.048289,-1.2941,1.30E-12,3.39E-10,Boron transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400005214],
PGSC0003DMG400005216,195.8894729,443.0409107,-1.1774,0.00019463,0.0059749,Galactinol synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400005216],
PGSC0003DMG400005436,522.4770951,868.686006,-0.73347,0.00013785,0.0045653,Sterol desaturase [Source:PGSC_GENE;Acc:PGSC0003DMG400005436],
PGSC0003DMG400005442,842.5955969,567.7178407,0.56967,0.0024955,0.041746,Uncharacterized GPI-anchored protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005442],
PGSC0003DMG400005456,568.0411552,1050.2653,-0.88669,1.42E-06,0.00010063,Protein phosphatase 2c [Source:PGSC_GENE;Acc:PGSC0003DMG400005456],
PGSC0003DMG400005473,77.64610422,31.46365733,1.3032,0.00036821,0.0098626,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005473],
PGSC0003DMG400005494,153.1153224,487.1485767,-1.6697,0.00054431,0.013484,Gulonolactone oxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400005494],
PGSC0003DMG400005503,415.0969669,788.9798698,-0.92654,0.00093597,0.020283,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005503],
PGSC0003DMG400005526,177.436891,48.05453968,1.8846,2.70E-11,5.60E-09,Cytochrome P450 [Source:PGSC_GENE;Acc:PGSC0003DMG400005526],
PGSC0003DMG400005528,525.3155079,1096.669384,-1.0619,7.44E-09,9.37E-07,DNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005528],
PGSC0003DMG400005541,103.346332,178.620834,-0.78941,0.0022729,0.038772,Hcr2-0A [Source:PGSC_GENE;Acc:PGSC0003DMG400005541],
PGSC0003DMG400005580,102.0802862,311.1724332,-1.608,0.00014645,0.004784,Cytochrome P450 92B1 [Source:PGSC_GENE;Acc:PGSC0003DMG400005580],
PGSC0003DMG400005592,6.661171752,44.61783145,-2.7438,0.00059636,0.014421,"2,4-dienoyl-CoA reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400005592]",
PGSC0003DMG400005597,1283.332664,1922.643901,-0.5832,0.00074532,0.017194,MTD1 [Source:PGSC_GENE;Acc:PGSC0003DMG400005597],
PGSC0003DMG400005604,136.8048799,266.8418585,-0.96387,3.49E-05,0.0015036,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005604],
PGSC0003DMG400005620,33.59635205,94.57575678,-1.4932,7.25E-06,0.00041143,OLE-5 [Source:PGSC_GENE;Acc:PGSC0003DMG400005620],
PGSC0003DMG400005628,4252.859348,6189.5348,-0.5414,0.0017792,0.032282,Aspartic proteinase nepenthesin-1 [Source:PGSC_GENE;Acc:PGSC0003DMG400005628],
PGSC0003DMG400005703,105.5500385,43.37850074,1.2829,0.00019624,0.0060183,CLE12 [Source:PGSC_GENE;Acc:PGSC0003DMG400005703],
PGSC0003DMG400005713,498.7614764,810.904443,-0.70118,0.00028311,0.0080698,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005713],
PGSC0003DMG400005719,1289.302361,3162.085915,-1.2943,0.0014694,0.02819,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005719],
PGSC0003DMG400005725,147.2778206,458.6613686,-1.6389,3.93E-08,4.17E-06,DNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005725],
PGSC0003DMG400005745,500.6976298,1534.413664,-1.6157,7.61E-19,5.77E-16,Calcium-binding allergen Ole e 8 [Source:PGSC_GENE;Acc:PGSC0003DMG400005745],
PGSC0003DMG400005760,404.0512443,808.3236418,-1.0004,2.05E-07,1.82E-05,Sulfate transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400005760],
PGSC0003DMG400005810,294.5924257,469.6043993,-0.67273,0.0013029,0.02589,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005810],
PGSC0003DMG400005837,192.120308,336.9634124,-0.81058,0.0022843,0.038903,AP2/ERF domain-containing transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400005837],
PGSC0003DMG400005844,1410.685089,2042.690066,-0.53407,0.0018733,0.033615,B2 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005844],
PGSC0003DMG400005871,792.6708084,1615.055188,-1.0268,0.0014796,0.028297,NIN 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400005871],
PGSC0003DMG400005884,1734.064782,3015.191835,-0.79809,4.29E-05,0.0017733,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005884],
PGSC0003DMG400005899,317.5053386,767.176624,-1.2728,3.13E-11,6.33E-09,CCR4-associated factor [Source:PGSC_GENE;Acc:PGSC0003DMG400005899],
PGSC0003DMG400005909,70.12184133,176.1472872,-1.3288,0.00023851,0.0070438,Regulator of gene silencing [Source:PGSC_GENE;Acc:PGSC0003DMG400005909],
PGSC0003DMG400005931,1674.173313,3037.462042,-0.85942,9.97E-07,7.31E-05,Sterol delta-7 reductase DWF5 [Source:PGSC_GENE;Acc:PGSC0003DMG400005931],
PGSC0003DMG400005936,274.1331136,433.3222429,-0.66056,0.0015236,0.028891,YABBY domain class transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400005936],
PGSC0003DMG400005960,97.96563595,221.8093105,-1.179,1.02E-06,7.44E-05,Glucosyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400005960],
PGSC0003DMG400005963,79.7133027,37.05442386,1.1052,0.0015779,0.029596,Auxin-induced protein 5NG4 [Source:PGSC_GENE;Acc:PGSC0003DMG400005963],
PGSC0003DMG400005975,25.31930656,56.3728049,-1.1548,0.0028235,0.045519,Wall-associated kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400005975],
PGSC0003DMG400005992,52.57085026,125.1324871,-1.2511,7.86E-06,0.00043958,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005992],
PGSC0003DMG400006003,149.4464263,362.8586837,-1.2798,5.69E-09,7.28E-07,Nematode resistance [Source:PGSC_GENE;Acc:PGSC0003DMG400006003],
PGSC0003DMG400006033,12.12407779,82.5347169,-2.7671,3.88E-09,5.09E-07,Ubiquitin ligase protein cop1 [Source:PGSC_GENE;Acc:PGSC0003DMG400006033],
PGSC0003DMG400006041,269.5834241,430.0059541,-0.67362,0.00097353,0.020894,RING-H2 finger protein ATL1L [Source:PGSC_GENE;Acc:PGSC0003DMG400006041],
PGSC0003DMG400006093,2358.165862,3535.26378,-0.58415,0.00045917,0.011789,Auxin responsive protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006093],
PGSC0003DMG400006149,14255.23975,21870.08901,-0.61747,0.00033134,0.0091608,"Chlorophyll a-b binding protein 4, chloroplastic [Source:PGSC_GENE;Acc:PGSC0003DMG400006149]",
PGSC0003DMG400006176,490.3695021,781.7012327,-0.67275,0.00036678,0.0098328,Transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400006176],
PGSC0003DMG400006211,181.6193583,62.57715161,1.5372,2.76E-06,0.00017881,BZIP [Source:PGSC_GENE;Acc:PGSC0003DMG400006211],
PGSC0003DMG400006230,47.19348083,274.4902208,-2.5401,8.76E-07,6.58E-05,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006230],
PGSC0003DMG400006231,98.05560145,283.4939269,-1.5316,6.80E-11,1.30E-08,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006231],
PGSC0003DMG400006267,29.23005887,2.287222177,3.6758,0.0019185,0.034142,Phosphatidylethanolamine binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006267],
PGSC0003DMG400006268,179.2069127,334.5778825,-0.90072,3.39E-05,0.0014695,Disease resistance protein SlVe2 [Source:PGSC_GENE;Acc:PGSC0003DMG400006268],
PGSC0003DMG400006283,3618.177019,5695.730887,-0.65462,0.00013191,0.0044346,"Multidrug resistance-associated protein 2, 6 (Mrp2, 6), abc-transoprter [Source:PGSC_GENE;Acc:PGSC0003DMG400006283]",
PGSC0003DMG400006313,71.50745913,151.9758639,-1.0877,4.78E-05,0.0019361,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006313],
PGSC0003DMG400006381,2904.453251,4147.761057,-0.51407,0.0030762,0.048598,Glutamyl-tRNA reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400006381],
PGSC0003DMG400006389,368.0622255,210.6859088,0.80486,0.0012078,0.02444,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006389],
PGSC0003DMG400006427,310.9009174,572.6639186,-0.88123,0.0032043,0.049949,RabGAP/TBC domain-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006427],
PGSC0003DMG400006450,1752.404372,2601.921468,-0.57024,0.0013195,0.026085,Acireductone dioxygenase [Source:PGSC_GENE;Acc:PGSC0003DMG400006450],
PGSC0003DMG400006491,3816.09407,2567.363222,0.57181,0.0015646,0.029452,Ribosomal protein L28 [Source:PGSC_GENE;Acc:PGSC0003DMG400006491],
PGSC0003DMG400006523,281.9772767,558.0362696,-0.98478,1.18E-06,8.41E-05,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006523],
PGSC0003DMG400006535,31.81262737,77.92082197,-1.2924,0.0018067,0.032634,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006535],
PGSC0003DMG400006571,20.18763003,50.21100751,-1.3145,0.0018896,0.033831,Tospovirus resistance protein A [Source:PGSC_GENE;Acc:PGSC0003DMG400006571],
PGSC0003DMG400006610,296.8123594,1298.288485,-2.129,2.18E-21,2.26E-18,Receptor serine-threonine protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400006610],
PGSC0003DMG400006615,115.3315904,211.8843298,-0.87749,0.00028135,0.008027,WD repeat-containing protein 91 homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400006615],
PGSC0003DMG400006640,1641.004666,2663.406205,-0.69869,4.86E-05,0.0019532,Spotted leaf protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006640],
PGSC0003DMG400006700,1827.403016,1218.91494,0.5842,0.0005786,0.014112,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006700],
PGSC0003DMG400006706,30.26231599,67.39538189,-1.1551,0.0015144,0.028804,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006706],
PGSC0003DMG400006713,68.41816563,171.8821845,-1.329,4.49E-07,3.66E-05,Cembratrienol synthase 2a [Source:PGSC_GENE;Acc:PGSC0003DMG400006713],
PGSC0003DMG400006720,14.38553944,108.0012735,-2.9084,3.00E-13,9.24E-11,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006720],
PGSC0003DMG400006735,2416.663339,683.955057,1.821,4.98E-05,0.0019832,DNAJ heat shock N-terminal domain-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006735],
PGSC0003DMG400006759,81.00916777,196.9735999,-1.2818,6.64E-05,0.0025114,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006759],
PGSC0003DMG400006769,141.7615776,249.1758851,-0.8137,0.00046495,0.011901,Leucine-rich repeat containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006769],
PGSC0003DMG400006781,379.9864769,826.2523391,-1.1206,0.0011773,0.023992,Subtilase [Source:PGSC_GENE;Acc:PGSC0003DMG400006781],
PGSC0003DMG400006802,13.33241195,88.12945192,-2.7247,9.60E-05,0.0034153,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006802],
PGSC0003DMG400006814,4453.534525,7586.26837,-0.76844,0.00093768,0.020292,AN1-like transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400006814],
PGSC0003DMG400006856,1553.839618,735.5275886,1.079,1.02E-08,1.23E-06,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006856],
PGSC0003DMG400006945,2971.472921,4228.446214,-0.50895,0.0019163,0.03413,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006945],
PGSC0003DMG400006975,1588.032571,2384.667875,-0.58655,0.0030818,0.048624,CLC-Nt2 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006975],
PGSC0003DMG400007000,182.7083266,311.0727988,-0.76771,0.00055448,0.013647,1-O-acylceramide synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400007000],
PGSC0003DMG400007010,303.7416591,477.3216234,-0.65212,0.00086812,0.019178,Myc2 bHLH protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007010],
PGSC0003DMG400007030,363.7473407,202.789892,0.84295,0.00022759,0.006812,Transposase [Source:PGSC_GENE;Acc:PGSC0003DMG400007030],
PGSC0003DMG400007058,1124.327554,2580.074807,-1.1984,5.75E-12,1.35E-09,Big map kinase/bmk [Source:PGSC_GENE;Acc:PGSC0003DMG400007058],
PGSC0003DMG400007059,2946.0193,5083.517205,-0.78706,4.24E-06,0.00025925,RHM1/ROL1 [Source:PGSC_GENE;Acc:PGSC0003DMG400007059],
PGSC0003DMG400007074,3596.550647,2422.052519,0.57038,0.00070003,0.016393,CYP72A58 [Source:PGSC_GENE;Acc:PGSC0003DMG400007074],
PGSC0003DMG400007081,2134.785863,5278.675893,-1.3061,8.37E-06,0.00046217,Solanesyl diphosphate synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400007081],
PGSC0003DMG400007152,615.2282589,1548.290257,-1.3315,1.28E-13,4.23E-11,UDP-apiose/xylose synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400007152],
PGSC0003DMG400007178,734.8452598,1243.997543,-0.75947,3.19E-05,0.0013971,P-coumaroyl quinate/shikimate 3'-hydroxylase [Source:PGSC_GENE;Acc:PGSC0003DMG400007178],
PGSC0003DMG400007200,415.3232999,720.0769959,-0.79392,2.00E-05,0.00094853,VQ [Source:PGSC_GENE;Acc:PGSC0003DMG400007200],
PGSC0003DMG400007239,22.26843381,85.52463817,-1.9413,7.20E-08,7.15E-06,Root phototropism protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007239],
PGSC0003DMG400007244,442.1367882,713.1461546,-0.6897,0.00028497,0.0081153,GDSL-lipase 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400007244],
PGSC0003DMG400007309,580.8045349,877.7762257,-0.5958,0.0013681,0.026724,3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400007309],
PGSC0003DMG400007336,16218.20302,11242.34829,0.52867,0.0024418,0.040979,40S ribosomal protein S15 [Source:PGSC_GENE;Acc:PGSC0003DMG400007336],
PGSC0003DMG400007341,469.0382731,737.9978043,-0.65391,0.0028855,0.046207,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400007341],
PGSC0003DMG400007390,729.5615907,1211.080628,-0.73119,0.00039066,0.010322,Beta-ketoacyl-CoA synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400007390],
PGSC0003DMG400007408,876.1505088,1416.004302,-0.69258,0.00019148,0.0059073,Aldo-keto reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400007408],
PGSC0003DMG400007458,133.1138272,688.1401758,-2.37,6.94E-11,1.31E-08,RAV [Source:PGSC_GENE;Acc:PGSC0003DMG400007458],
PGSC0003DMG400007467,21.82004959,83.50037618,-1.9361,5.44E-06,0.00032318,TCP protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007467],
PGSC0003DMG400007471,772.0337026,1282.292644,-0.73199,4.11E-05,0.0017196,NRC1 [Source:PGSC_GENE;Acc:PGSC0003DMG400007471],
PGSC0003DMG400007477,57.67233214,128.9220002,-1.1605,4.18E-05,0.0017408,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400007477],
PGSC0003DMG400007481,35.36179289,174.9885856,-2.307,0.0014756,0.028256,Calcium ion binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007481],
PGSC0003DMG400007528,34.49211594,10.23906069,1.7522,0.0012211,0.024659,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400007528],
PGSC0003DMG400007562,377.1037261,636.2656999,-0.75467,0.00013343,0.0044617,SBT2 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007562],
PGSC0003DMG400007597,248.7197404,409.7168106,-0.72011,0.00042208,0.011006,Cationic amino acid transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400007597],
PGSC0003DMG400007603,257.4173492,573.7654277,-1.1564,1.20E-05,0.00062607,I-box binding factor [Source:PGSC_GENE;Acc:PGSC0003DMG400007603],
PGSC0003DMG400007613,212.4416237,395.4511937,-0.89643,1.41E-05,0.00071263,Alternative oxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400007613],
PGSC0003DMG400007614,1569.569099,2516.781426,-0.68121,9.82E-05,0.0034736,Alternative oxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400007614],
PGSC0003DMG400007672,262.1916009,125.9308521,1.058,6.86E-06,0.00039302,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400007672],
PGSC0003DMG400007706,594.8004129,326.7565411,0.86419,0.00014191,0.004665,Cytochrome b5 [Source:PGSC_GENE;Acc:PGSC0003DMG400007706],
PGSC0003DMG400007760,1650.240974,948.0351501,0.79966,0.0012639,0.025245,Bet v I allergen family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007760],
PGSC0003DMG400007788,129.4635361,64.45134098,1.0063,0.00038445,0.010192,WRKY transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400007788],
PGSC0003DMG400007800,1248.905693,426.44687,1.5502,0.00010815,0.0037578,Anthocyanin acyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400007800],
PGSC0003DMG400007805,1496.60397,2662.887259,-0.8313,0.0001991,0.0060881,Triacylglycerol lipase [Source:PGSC_GENE;Acc:PGSC0003DMG400007805],
PGSC0003DMG400007820,110.9520172,335.9901157,-1.5985,8.56E-11,1.59E-08,Stress induced protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007820],
PGSC0003DMG400007856,345.384974,543.94291,-0.65525,0.0010429,0.021988,F-box family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007856],
PGSC0003DMG400007987,299.9424975,106.4410393,1.4946,1.45E-09,2.10E-07,Gibberellin receptor GID1 [Source:PGSC_GENE;Acc:PGSC0003DMG400007987],
PGSC0003DMG400007999,2931.303146,5497.649103,-0.90727,1.32E-05,0.00067744,Nbs-lrr resistance protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007999],
PGSC0003DMG400008011,1131.650906,1900.260776,-0.74777,5.80E-05,0.0022609,ABRE binding factor [Source:PGSC_GENE;Acc:PGSC0003DMG400008011],
PGSC0003DMG400008018,161.8817158,421.5888609,-1.3809,7.82E-05,0.0028904,1-O-acylglucose:anthocyanin-O-acyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400008018],
PGSC0003DMG400008043,217.783163,134.9055233,0.69094,0.0032065,0.049957,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400008043],
PGSC0003DMG400008088,2176.6292,3993.720941,-0.87564,2.21E-05,0.0010169,Carboxy-lyase [Source:PGSC_GENE;Acc:PGSC0003DMG400008088],
PGSC0003DMG400008098,32.37462944,9.23157783,1.8102,0.0015914,0.029813,KiTH-2 [Source:PGSC_GENE;Acc:PGSC0003DMG400008098],
PGSC0003DMG400008137,360.886956,865.5707023,-1.2621,4.76E-05,0.001931,Glucosyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400008137],
PGSC0003DMG400008151,185.3096627,310.3789391,-0.74409,0.0010122,0.021501,1-acyl-sn-glycerol-3-phosphate acyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400008151],
PGSC0003DMG400008160,253.8320784,144.2950992,0.81485,0.00034072,0.0093245,BOP/NPR1/NIM1-like regulatory protein [Source:PGSC_GENE;Acc:PGSC0003DMG400008160],
PGSC0003DMG400008187,1217.749542,2926.91673,-1.2652,6.51E-10,1.01E-07,Class II small heat shock protein Le-HSP17.6 [Source:PGSC_GENE;Acc:PGSC0003DMG400008187],
PGSC0003DMG400008223,262.1723708,51.60213877,2.345,2.25E-12,5.64E-10,Heat shock factor protein HSF30 [Source:PGSC_GENE;Acc:PGSC0003DMG400008223],
PGSC0003DMG400008248,0,9.714635945,#NAME?,6.46E-05,0.002454,Wound-responsive AP2 like factor 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400008248],
PGSC0003DMG400008262,925.6664862,4513.537059,-2.2857,6.76E-05,0.00255,Nitrite reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400008262],
PGSC0003DMG400008265,0.790834556,12.38022289,-3.9685,0.0003749,0.0099902,Wound-responsive AP2 like factor 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400008265],
